project_id,project_name,description,client_name,project_manager_id,department,start_date,planned_end_date,actual_end_date,status,priority,progress_percentage,budget,team_size,created_date
P00157,Mobile Banking Application,Mobile Banking Application project for ABC Retail,ABC Retail,EMP139,Human Resources,2026-01-22,2026-06-28,,In Progress,Medium,17,2010000,20,2025-12-10
P00158,Online Learning Platform,Online Learning Platform project for SecureNet,SecureNet,EMP132,Finance,2025-01-26,2025-12-16,,Planning,Low,20,865000,16,2024-12-10
P00159,Cloud Migration Project,Cloud Migration Project project for SalesPro,SalesPro,EMP136,IT,2026-03-03,2026-09-05,,In Progress,Medium,55,1910000,8,2026-02-05
P00160,Employee Payroll System,Employee Payroll System project for SecureNet,SecureNet,EMP105,Security,2025-02-09,2025-09-05,2025-11-04,Delayed,High,20,615000,5,2025-01-10
P00161,AI Demand Forecasting,AI Demand Forecasting project for ABC Corporation,ABC Corporation,EMP140,Sales,2025-07-25,2026-04-14,,In Progress,Critical,29,2050000,12,2025-07-01
P00162,Data Warehouse Development,Data Warehouse Development project for CloudWorks,CloudWorks,EMP119,Operations,2026-03-07,2026-08-01,2026-10-09,Delayed,Critical,33,280000,19,2026-02-19
P00163,Supply Chain Analytics,Supply Chain Analytics project for RetailAnalytics,RetailAnalytics,EMP128,Healthcare IT,2026-06-17,2027-04-22,,Planning,Medium,14,635000,4,2026-04-19
P00164,Supply Chain Analytics,Supply Chain Analytics project for ServicePro,ServicePro,EMP128,IT Infrastructure,2026-01-17,2026-03-08,,In Progress,High,77,1010000,20,2025-11-24
P00165,Supply Chain Analytics,Supply Chain Analytics project for DataCorp,DataCorp,EMP149,Analytics,2025-04-06,2025-10-19,,In Progress,Medium,54,2005000,5,2025-03-28
P00166,Warehouse Automation,Warehouse Automation project for FinTech Solutions,FinTech Solutions,EMP117,Healthcare IT,2026-02-13,2026-10-07,,In Progress,Medium,73,320000,20,2026-02-05
P00167,Healthcare Management System,Healthcare Management System project for XYZ Technologies,XYZ Technologies,EMP120,Healthcare IT,2025-01-23,2025-05-24,,Planning,Low,1,1915000,4,2024-12-05
P00168,Inventory Management System,Inventory Management System project for RetailAnalytics,RetailAnalytics,EMP139,Development,2025-05-19,2026-03-10,,Planning,High,6,780000,7,2025-04-09
P00169,Healthcare Management System,Healthcare Management System project for FinTech Solutions,FinTech Solutions,EMP132,IT,2025-03-16,2025-05-25,2025-06-22,Completed,Critical,100,2490000,3,2025-01-30
P00170,E-Commerce Platform,E-Commerce Platform project for DataCorp,DataCorp,EMP116,Customer Success,2026-08-14,2027-04-24,,In Progress,Low,15,895000,10,2026-07-24
P00171,Mobile Banking Application,Mobile Banking Application project for CloudWorks,CloudWorks,EMP118,Human Resources,2025-08-10,2026-04-14,,In Progress,Medium,47,580000,14,2025-07-04
P00172,HR Automation System,HR Automation System project for IndustrialTech,IndustrialTech,EMP142,Healthcare IT,2025-12-02,2026-09-25,2026-12-16,Delayed,Low,22,1785000,5,2025-11-01
P00173,Employee Payroll System,Employee Payroll System project for CloudWorks,CloudWorks,EMP142,Marketing,2026-04-20,2026-08-09,2026-08-01,Completed,Medium,100,875000,3,2026-04-14
P00174,Cybersecurity Upgrade,Cybersecurity Upgrade project for DataCorp,DataCorp,EMP108,Security,2026-08-05,2026-11-07,,In Progress,Medium,79,1465000,5,2026-06-08
P00175,Data Warehouse Development,Data Warehouse Development project for DigitalHub,DigitalHub,EMP120,Customer Success,2026-08-21,2027-04-08,,In Progress,Medium,58,1985000,11,2026-06-24
P00176,Marketing Analytics Platform,Marketing Analytics Platform project for IndustrialTech,IndustrialTech,EMP139,Healthcare IT,2025-04-09,2026-03-30,,In Progress,Medium,76,2050000,12,2025-03-03
P00177,Cybersecurity Upgrade,Cybersecurity Upgrade project for SecureNet,SecureNet,EMP106,Security,2025-08-25,2026-06-17,2026-07-05,Completed,High,100,745000,14,2025-08-14
P00178,Inventory Management System,Inventory Management System project for Global Traders,Global Traders,EMP110,Customer Success,2025-09-01,2025-12-22,,In Progress,Medium,62,720000,20,2025-07-22
P00179,Document Management System,Document Management System project for Global Traders,Global Traders,EMP108,Sales,2026-04-23,2026-10-15,,In Progress,High,18,860000,9,2026-04-06
P00180,Cloud Migration Project,Cloud Migration Project project for MarketPlus,MarketPlus,EMP127,Finance,2025-07-21,2025-11-28,,In Progress,High,43,1140000,13,2025-06-11
P00181,Document Management System,Document Management System project for DataCorp,DataCorp,EMP123,Sales,2025-05-19,2026-03-09,,In Progress,Medium,15,1930000,5,2025-05-04
P00182,Inventory Management System,Inventory Management System project for DataCorp,DataCorp,EMP117,Healthcare IT,2026-03-30,2026-10-24,,In Progress,Medium,21,1470000,9,2026-02-14
P00183,Marketing Analytics Platform,Marketing Analytics Platform project for PeopleFirst,PeopleFirst,EMP107,Development,2025-10-25,2026-04-27,,In Progress,Critical,91,2230000,7,2025-09-26
P00184,Data Warehouse Development,Data Warehouse Development project for FinTech Solutions,FinTech Solutions,EMP132,Security,2026-03-25,2026-05-10,2026-07-22,Delayed,Medium,86,1820000,6,2026-02-24
P00185,Marketing Analytics Platform,Marketing Analytics Platform project for Global Traders,Global Traders,EMP141,Sales,2025-08-16,2026-04-20,,In Progress,Low,24,1630000,5,2025-06-18
P00186,Supply Chain Analytics,Supply Chain Analytics project for FinTech Solutions,FinTech Solutions,EMP111,Finance,2025-10-19,2026-04-23,,In Progress,Low,47,1420000,3,2025-10-14
P00187,Inventory Management System,Inventory Management System project for CloudWorks,CloudWorks,EMP134,Analytics,2025-01-06,2025-03-04,,Planning,High,6,1180000,8,2024-11-12
P00188,Employee Training Portal,Employee Training Portal project for SalesPro,SalesPro,EMP140,Healthcare IT,2025-01-10,2025-04-27,,In Progress,Low,49,1030000,3,2024-11-18
P00189,Customer Support Chatbot,Customer Support Chatbot project for FinTech Solutions,FinTech Solutions,EMP128,Human Resources,2025-01-01,2025-10-05,2025-10-03,Completed,Medium,100,645000,9,2024-11-06
P00190,Healthcare Management System,Healthcare Management System project for DigitalHub,DigitalHub,EMP129,Customer Success,2025-04-16,2026-01-25,2026-04-16,Delayed,High,63,860000,4,2025-03-12
P00191,Data Warehouse Development,Data Warehouse Development project for MedCare Hospitals,MedCare Hospitals,EMP109,Development,2025-07-28,2026-02-16,2026-03-05,Completed,Medium,100,2275000,10,2025-07-23
P00192,CRM Implementation,CRM Implementation project for DataCorp,DataCorp,EMP148,Marketing,2025-01-31,2025-11-14,,Planning,High,8,2115000,17,2024-12-07
P00193,CRM Implementation,CRM Implementation project for PeopleFirst,PeopleFirst,EMP148,Development,2025-04-07,2026-01-13,2026-02-25,Delayed,Medium,77,260000,7,2025-02-24
P00194,Employee Training Portal,Employee Training Portal project for ABC Retail,ABC Retail,EMP136,Data Engineering,2026-05-24,2027-01-21,2027-01-17,Completed,High,100,755000,4,2026-04-09
P00195,AI Demand Forecasting,AI Demand Forecasting project for DigitalHub,DigitalHub,EMP146,IT,2026-05-28,2026-09-16,,In Progress,Low,19,2065000,7,2026-05-09
P00196,HR Automation System,HR Automation System project for RetailAnalytics,RetailAnalytics,EMP131,Data Engineering,2025-06-23,2025-12-19,2026-01-07,Delayed,Medium,61,1570000,10,2025-05-08
P00197,Healthcare Management System,Healthcare Management System project for RetailAnalytics,RetailAnalytics,EMP134,IT Infrastructure,2026-07-22,2027-05-24,2027-05-28,Completed,Low,100,410000,14,2026-07-09
P00198,Mobile Banking Application,Mobile Banking Application project for FinTech Solutions,FinTech Solutions,EMP142,Sales,2025-03-12,2025-08-03,2025-07-18,Completed,Medium,100,2065000,14,2025-01-31
P00199,Healthcare Management System,Healthcare Management System project for ABC Corporation,ABC Corporation,EMP102,Customer Success,2025-01-19,2025-10-02,,In Progress,Low,72,1945000,3,2024-12-07
P00200,AI Demand Forecasting,AI Demand Forecasting project for ServicePro,ServicePro,EMP111,IT,2025-08-01,2026-06-06,,In Progress,Medium,59,885000,19,2025-06-05
P00201,Employee Training Portal,Employee Training Portal project for MarketPlus,MarketPlus,EMP111,AI Development,2025-06-08,2026-01-09,2025-12-25,Completed,Medium,100,1925000,10,2025-04-16
P00202,Document Management System,Document Management System project for RetailAnalytics,RetailAnalytics,EMP132,Marketing,2025-02-16,2025-09-11,,In Progress,Medium,68,2245000,8,2024-12-30
P00203,Marketing Analytics Platform,Marketing Analytics Platform project for PeopleFirst,PeopleFirst,EMP113,Sales,2026-05-24,2026-09-06,2026-11-08,Delayed,Low,63,1705000,19,2026-04-10
P00204,Data Warehouse Development,Data Warehouse Development project for PeopleFirst,PeopleFirst,EMP120,Finance,2026-08-11,2027-03-02,,In Progress,Medium,28,1925000,6,2026-07-14
P00205,Marketing Analytics Platform,Marketing Analytics Platform project for LogiTech,LogiTech,EMP125,Data Engineering,2025-06-12,2025-08-09,,In Progress,High,78,360000,16,2025-05-05
P00206,Financial Reporting Dashboard,Financial Reporting Dashboard project for OfficePro,OfficePro,EMP138,Development,2025-07-09,2025-09-28,2025-09-22,Completed,Medium,100,1520000,20,2025-06-19
P00207,Employee Payroll System,Employee Payroll System project for OfficePro,OfficePro,EMP126,IT,2026-03-08,2026-10-12,,In Progress,High,36,1945000,8,2026-01-20
P00208,AI Demand Forecasting,AI Demand Forecasting project for IndustrialTech,IndustrialTech,EMP102,IT Infrastructure,2026-07-14,2026-11-05,,In Progress,Medium,29,1290000,10,2026-06-18
P00209,Financial Reporting Dashboard,Financial Reporting Dashboard project for IndustrialTech,IndustrialTech,EMP135,Security,2025-06-22,2025-11-25,2025-12-04,Completed,Medium,100,1160000,12,2025-05-01
P00210,Employee Payroll System,Employee Payroll System project for DataCorp,DataCorp,EMP122,Sales,2026-02-14,2026-07-24,2026-07-29,Completed,Medium,100,1515000,17,2026-01-31
P00211,Financial Reporting Dashboard,Financial Reporting Dashboard project for XYZ Technologies,XYZ Technologies,EMP106,AI Development,2025-01-14,2025-07-29,,In Progress,Medium,59,1770000,20,2025-01-04
P00212,Cybersecurity Upgrade,Cybersecurity Upgrade project for FinanceCorp,FinanceCorp,EMP133,Analytics,2025-12-06,2026-08-31,,In Progress,High,66,2085000,13,2025-11-18
P00213,Employee Payroll System,Employee Payroll System project for PeopleFirst,PeopleFirst,EMP114,IT,2026-08-16,2027-02-19,,In Progress,Medium,45,2085000,15,2026-07-18
P00214,Supply Chain Analytics,Supply Chain Analytics project for MedCare Hospitals,MedCare Hospitals,EMP124,Operations,2025-10-13,2026-08-24,,In Progress,Critical,19,1830000,18,2025-09-30
P00215,Cybersecurity Upgrade,Cybersecurity Upgrade project for Global Traders,Global Traders,EMP149,Sales,2026-01-20,2026-08-07,2026-08-15,Completed,High,100,2465000,13,2025-12-17
P00216,Financial Reporting Dashboard,Financial Reporting Dashboard project for OfficePro,OfficePro,EMP112,Finance,2026-02-17,2027-02-14,,In Progress,Medium,95,1460000,17,2026-02-09
P00217,HR Automation System,HR Automation System project for MarketPlus,MarketPlus,EMP145,IT Infrastructure,2026-01-15,2027-01-14,,In Progress,Critical,80,1245000,13,2025-11-28
P00218,HR Automation System,HR Automation System project for DigitalHub,DigitalHub,EMP124,Marketing,2026-02-16,2026-08-16,,Planning,Medium,10,995000,12,2026-01-21
P00219,Supply Chain Analytics,Supply Chain Analytics project for FinanceCorp,FinanceCorp,EMP147,Data Engineering,2026-06-17,2027-04-02,,In Progress,High,43,530000,19,2026-04-28
P00220,Document Management System,Document Management System project for ABC Corporation,ABC Corporation,EMP143,Sales,2025-01-07,2025-07-16,,In Progress,Medium,86,750000,9,2024-11-22
P00221,Mobile Banking Application,Mobile Banking Application project for MedCare Hospitals,MedCare Hospitals,EMP142,Finance,2026-06-15,2027-05-06,,In Progress,Medium,43,940000,6,2026-04-22
P00222,Marketing Analytics Platform,Marketing Analytics Platform project for ABC Corporation,ABC Corporation,EMP111,Operations,2026-06-29,2027-04-15,2027-03-29,Completed,Low,100,1390000,16,2026-06-21
P00223,Cybersecurity Upgrade,Cybersecurity Upgrade project for LogiTech,LogiTech,EMP140,Healthcare IT,2026-06-27,2026-11-27,2027-01-20,Delayed,High,34,2495000,13,2026-05-25
P00224,Customer Support Chatbot,Customer Support Chatbot project for FinanceCorp,FinanceCorp,EMP119,IT Infrastructure,2025-08-09,2026-01-03,,In Progress,Medium,35,1995000,13,2025-06-30
P00225,Cybersecurity Upgrade,Cybersecurity Upgrade project for IndustrialTech,IndustrialTech,EMP146,Security,2025-12-16,2026-11-07,2026-11-24,Completed,Medium,100,2250000,9,2025-11-30
P00226,Healthcare Management System,Healthcare Management System project for MedCare Hospitals,MedCare Hospitals,EMP150,Security,2025-07-31,2026-03-05,,In Progress,Critical,60,660000,15,2025-06-03
P00227,Warehouse Automation,Warehouse Automation project for LogiTech,LogiTech,EMP131,Finance,2026-05-20,2027-02-11,,In Progress,Low,75,305000,11,2026-03-28
P00228,Online Learning Platform,Online Learning Platform project for DigitalHub,DigitalHub,EMP146,Customer Success,2025-09-01,2026-05-20,,In Progress,Critical,41,255000,14,2025-08-03
P00229,Cloud Migration Project,Cloud Migration Project project for LogiTech,LogiTech,EMP127,Human Resources,2025-07-07,2025-10-13,,In Progress,Medium,30,1380000,3,2025-05-11
P00230,Inventory Management System,Inventory Management System project for ABC Retail,ABC Retail,EMP102,Human Resources,2026-02-16,2026-06-16,,In Progress,High,90,515000,19,2026-01-27
P00231,Marketing Analytics Platform,Marketing Analytics Platform project for ABC Retail,ABC Retail,EMP144,Development,2025-01-30,2025-12-29,2026-03-13,Delayed,Medium,26,675000,17,2024-12-04
P00232,Social Media Analytics,Social Media Analytics project for LogiTech,LogiTech,EMP127,IT,2025-08-14,2025-12-26,,In Progress,High,59,650000,11,2025-07-06
P00233,E-Commerce Platform,E-Commerce Platform project for SalesPro,SalesPro,EMP103,Operations,2025-05-04,2026-03-22,,Planning,High,3,1855000,6,2025-04-28
P00234,Employee Payroll System,Employee Payroll System project for OfficePro,OfficePro,EMP104,IT Infrastructure,2025-08-13,2026-01-18,,In Progress,Medium,67,2395000,20,2025-07-02
P00235,Marketing Analytics Platform,Marketing Analytics Platform project for FinTech Solutions,FinTech Solutions,EMP137,Sales,2025-09-27,2026-08-08,2026-09-20,Delayed,High,46,525000,13,2025-08-09
P00236,Cybersecurity Upgrade,Cybersecurity Upgrade project for CloudWorks,CloudWorks,EMP147,Security,2025-02-08,2025-09-25,,Planning,Critical,1,490000,11,2025-01-18
P00237,Data Warehouse Development,Data Warehouse Development project for FinanceCorp,FinanceCorp,EMP135,Customer Success,2026-06-03,2026-08-18,,On Hold,High,21,990000,19,2026-04-24
P00238,Supply Chain Analytics,Supply Chain Analytics project for MarketPlus,MarketPlus,EMP123,Development,2025-09-07,2026-01-16,,On Hold,Critical,42,1685000,19,2025-08-12
P00239,Healthcare Management System,Healthcare Management System project for LogiTech,LogiTech,EMP116,Healthcare IT,2025-08-04,2026-07-19,,In Progress,High,26,1080000,7,2025-06-06
P00240,CRM Implementation,CRM Implementation project for MedCare Hospitals,MedCare Hospitals,EMP121,Marketing,2025-03-31,2025-07-20,,In Progress,Medium,61,875000,15,2025-02-03
P00241,Mobile Banking Application,Mobile Banking Application project for ABC Retail,ABC Retail,EMP117,Data Engineering,2026-08-21,2026-12-16,,Planning,High,16,510000,8,2026-07-16
P00242,Online Learning Platform,Online Learning Platform project for XYZ Technologies,XYZ Technologies,EMP114,IT Infrastructure,2026-05-29,2026-08-29,,Planning,High,6,1280000,3,2026-04-26
P00243,HR Automation System,HR Automation System project for CloudWorks,CloudWorks,EMP107,Marketing,2025-10-17,2026-06-14,,In Progress,Low,90,330000,10,2025-10-08
P00244,CRM Implementation,CRM Implementation project for ServicePro,ServicePro,EMP129,Finance,2025-07-20,2026-05-19,2026-05-22,Completed,Medium,100,1665000,7,2025-05-22
P00245,CRM Implementation,CRM Implementation project for MedCare Hospitals,MedCare Hospitals,EMP111,Human Resources,2025-10-08,2026-09-17,2026-11-08,Delayed,Medium,72,2105000,12,2025-08-28
P00246,HR Automation System,HR Automation System project for XYZ Technologies,XYZ Technologies,EMP108,Analytics,2026-07-31,2027-06-24,,In Progress,High,21,2430000,10,2026-06-29
P00247,Employee Payroll System,Employee Payroll System project for ABC Retail,ABC Retail,EMP114,AI Development,2025-05-13,2026-04-05,,In Progress,High,52,975000,7,2025-04-19
P00248,Supply Chain Analytics,Supply Chain Analytics project for FinTech Solutions,FinTech Solutions,EMP140,Marketing,2026-02-15,2027-01-15,,In Progress,High,59,2105000,11,2026-02-01
P00249,Employee Payroll System,Employee Payroll System project for ABC Corporation,ABC Corporation,EMP129,Sales,2026-06-27,2027-02-08,,In Progress,Low,60,1390000,16,2026-06-10
P00250,E-Commerce Platform,E-Commerce Platform project for Global Traders,Global Traders,EMP125,Marketing,2026-03-30,2027-01-31,,In Progress,Low,52,850000,14,2026-02-10
